zona,SUM de PrecioActual,,habitaciones,COUNTA de titulo,,,COUNTA de titulo,zona,,,,,,,,,,,,,,,,,,,,
arganzuela,€182.141.969,,1,"14,44%",,,provincia,arganzuela,barajas,barrio-de-salamanca,carabanchel,centro,chamartin,chamberi,ciudad-lineal,fuencarral,hortaleza,latina,moncloa,moratalaz,puente-de-vallecas,retiro,san-blas,tetuan,usera,vicalvaro,villa-de-vallecas,villaverde
,,,,"Piso en calle del Patrimonio de la Humanidad, Pau de Carabanchel, Madrid",€550.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pelicano, Abrantes, Madrid",€236.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pensamiento, 17, Cuzco-Castillejos, Madrid",€498.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pensamiento, Cuzco-Castillejos, Madrid",€169.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Peso Hispano, Pau de Carabanchel, Madrid",€240.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Petirrojo, Aluche, Madrid",€180.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Petróleo, 12 de Octubre-Orcasur, Madrid",€169.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pez Austral, 8, Estrella, Madrid",€790.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pez Austral, Estrella, Madrid",€790.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pez, 12, Malasaña-Universidad, Madrid",€830.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pez, 36, Malasaña-Universidad, Madrid",€1.380.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pez, Malasaña-Universidad, Madrid",€3.143.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pico Balaitus, Peñagrande, Madrid",€395.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pico Cebollera, San Diego, Madrid",€33.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pico Cejo, Numancia, Madrid",€433.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pico de Beriáin, Casco Histórico de Vallecas, Madrid",€155.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pico de la Golondrina, Valdemarín, Madrid",€1.850.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pico Montánchez, Casco Histórico de Vallecas, Madrid",€130.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pico Veleta, 9, Numancia, Madrid",€106.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pilar de Zaragoza, Guindalera, Madrid",€470.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pinar de San José, 30, Pau de Carabanchel, Madrid",€410.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pinar de San José, 66, Pau de Carabanchel, Madrid",€630.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pinar, 8, Castellana, Madrid",€2.650.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pintor Ribera, Bernabéu-Hispanoamérica, Madrid",€3.640.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pintor Sorolla, 3, San Diego, Madrid",€269.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pinzón, s/n, Vista Alegre, Madrid",€196.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pinzón, Vista Alegre, Madrid",€169.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Plátano, 7, Valdeacederas, Madrid",€292.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Plátano, Valdeacederas, Madrid",€522.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Poeta Blas de Otero, 49, Ventas, Madrid",€147.600,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Poeta Blas de Otero, 63, Ventas, Madrid",€260.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Poeta Blas de Otero, Ventas, Madrid",€280.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Poeta Esteban de Villegas, 10, Jerónimos, Madrid",€810.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Poeta Esteban de Villegas, 12, Jerónimos, Madrid",€875.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Poeta Joan Maragall, 60, Cuzco-Castillejos, Madrid",€790.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Poeta Joan Maragall, 63, Cuzco-Castillejos, Madrid",€630.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Poeta Joan Maragall, Cuatro Caminos, Madrid",€3.770.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Poeta Joan Maragall, Cuzco-Castillejos, Madrid",€4.990.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Porvenir, 9, Fuente del Berro, Madrid",€565.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Porvenir, Fuente del Berro, Madrid",€660.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Postigo de San Martín, Sol, Madrid",€2.152.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pozo, Sol, Madrid",€2.328.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Prado, 12, Huertas-Cortes, Madrid",€590.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Prado, Huertas-Cortes, Madrid",€548.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Preludio, Puerta del Ángel, Madrid",€1.750.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Pretil de los Consejos, Palacio, Madrid",€1.340.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, 197, El Viso, Madrid",€1.150.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, 205, El Viso, Madrid",€695.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, 253, Bernabéu-Hispanoamérica, Madrid",€795.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, 270, Bernabéu-Hispanoamérica, Madrid",€735.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, 4, Goya, Madrid",€1.700.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, 55, Castellana, Madrid",€2.200.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, 71, Castellana, Madrid",€4.938.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, 81, Castellana, Madrid",€1.370.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, Castellana, Madrid",€59.408.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, Ciudad Jardín, Madrid",€2.685.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, El Viso, Madrid",€5.788.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, Goya, Madrid",€14.800.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, Lista, Madrid",€7.650.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, Prosperidad, Madrid",€1.090.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe de Vergara, Recoletos, Madrid",€11.163.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe, 16, Huertas-Cortes, Madrid",€800.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe, 26, Huertas-Cortes, Madrid",€900.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Príncipe, Huertas-Cortes, Madrid",€5.695.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Progreso, 15, Buena Vista, Madrid",€180.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Progreso, Buena Vista, Madrid",€209.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Puerto Canfranc, 15, Numancia, Madrid",€184.999,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Puerto Canfranc, 19, Numancia, Madrid",€180.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Puerto de Arlabán, San Diego, Madrid",€114.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Puerto de Balbarán, 115, Palomeras Bajas, Madrid",€136.457,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Puerto de Balbarán, Palomeras Bajas, Madrid",€150.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Puerto de la Bonaigua, San Diego, Madrid",€146.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Del Puerto de Panticosa, 6, Numancia, Madrid",€35.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Puerto de Pozazal, 35, Ensanche de Vallecas - La Gavia, Madrid",€189.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Puerto de Pozazal, 37, Ensanche de Vallecas - La Gavia, Madrid",€355.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Puerto de Pozazal, Ensanche de Vallecas - La Gavia, Madrid",€345.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Puerto de Used, 5, Ensanche de Vallecas - La Gavia, Madrid",€230.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Puerto del Bruch, Casco Histórico de Vallecas, Madrid",€118.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Quince de Agosto, s/n, Moscardó, Madrid",€249.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Real Madrid, 26, Puerta Bonita, Madrid",€163.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Río Bullaque, La Paz, Madrid",€400.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Río de la Plata, Portazgo, Madrid",€215.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Río Iguazú, 20, Portazgo, Madrid",€185.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Río Nervión, Pueblo Nuevo, Madrid",€240.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Río Orinoco, 30, Portazgo, Madrid",€182.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Río Ulla, Pueblo Nuevo, Madrid",€253.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Río Uruguay, 28, Portazgo, Madrid",€179.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Robledillo, Nuevos Ministerios-Ríos Rosas, Madrid",€1.650.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Rollo, Palacio, Madrid",€890.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Rosario, 25, Palacio, Madrid",€540.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Sacramento, Palacio, Madrid",€875.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Sándalo, Palomas, Madrid",€3.395.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Segre, 29, El Viso, Madrid",€1.850.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Segre, El Viso, Madrid",€1.850.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Socorro, Casco Histórico de Vicálvaro, Madrid",€250.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Sombrerete, 8, Lavapiés-Embajadores, Madrid",€285.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Sombrerete, Lavapiés-Embajadores, Madrid",€220.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Tesoro, Malasaña-Universidad, Madrid",€400.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en Calle del Toboso, 150, San Isidro, Madrid",€230.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Toboso, 9, San Isidro, Madrid",€400.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Toboso, San Isidro, Madrid",€639.400,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Tranvia de Arganda, 14, Palomeras sureste, Madrid",€985.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Tritón, 7, Colina, Madrid",€420.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Tutor, 18, Argüelles, Madrid",€484.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Tutor, 19, Argüelles, Madrid",€625.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Tutor, Argüelles, Madrid",€715.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Valle de Pinares Llanos, Arroyo del Fresno, Madrid",€460.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Vizconde de Matamala, 26, Fuente del Berro, Madrid",€380.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle del Vizconde de Matamala, Fuente del Berro, Madrid",€625.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Dionisio Inca Yupanqui, 41, Conde Orgaz-Piovera, Madrid",€579.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Doctor Balmis, 45, Aravaca, Madrid",€1.520.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Doctor Balmis, Aravaca, Madrid",€1.312.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Doctor Guiu, 57, Peñagrande, Madrid",€8.735.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Dodge, 2, Orcasitas, Madrid",€330.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Dodge, 4, Orcasitas, Madrid",€338.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Dodge, Orcasitas, Madrid",€275.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Dolores Armengot, Vista Alegre, Madrid",€119.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Domingo Alboraya, 4, Puerta Bonita, Madrid",€315.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle dulce chacon, 23, Virgen del Cortijo - Manoteras, Madrid",€398.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Dulce Chacón, 25, Virgen del Cortijo - Manoteras, Madrid",€6.473.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Dulce Nombre de María, Numancia, Madrid",€160.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Durazno, 9, Puerta Bonita, Madrid",€1.352.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Dúrcal, 20, 12 de Octubre-Orcasur, Madrid",€207.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Ebanistería, 13, Amposta, Madrid",€85.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Eduardo Minguito, Los Rosales, Madrid",€282.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Efigenia, Ambroz, Madrid",€230.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Elvira Barrios, San Isidro, Madrid",€185.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Emilio Muñoz, 47, Simancas, Madrid",€6.195.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Emilio Raboso, 38, San Diego, Madrid",€135.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Empedrada, 25, Casco Histórico de Barajas, Madrid",€188.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Encomienda, 22, Lavapiés-Embajadores, Madrid",€430.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Enrique I, Bellas Vistas, Madrid",€445.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Entre Arroyos, Media Legua, Madrid",€250.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Eraso, Guindalera, Madrid",€775.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Escandón, Villaverde Alto, Madrid",€200.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Escoriaza, 16, Los Ángeles, Madrid",€189.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Escosura, Arapiles, Madrid",€499.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Esperanza Macarena, 33, Los Rosales, Madrid",€135.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Esperanza Sánchez Carrascosa, 45, Valdeacederas, Madrid",€910.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Esperanza Sánchez Carrascosa, Valdeacederas, Madrid",€280.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Esteban Collantes, Pueblo Nuevo, Madrid",€1.159.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Esteban Terradas, Castilla, Madrid",€860.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Estrella Hadar, Legazpi, Madrid",€540.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Eulalia Paíno, Abrantes, Madrid",€189.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Evangelina Sobredo Galanes, 9, Valdemarín, Madrid",€354.246,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Federico Carlos Sainz de Robles, Valdezarza, Madrid",€665.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Fernán Caballero, Comillas, Madrid",€518.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Fernando Díaz de Mendoza, Comillas, Madrid",€1.335.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Fernando Giráldez, 43, Numancia, Madrid",€240.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Fernando Poo, Chopera, Madrid",€820.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Ferretería, 8, Amposta, Madrid",€175.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle finisterre, 29, La Paz, Madrid",€390.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Florencio Sanz, Vista Alegre, Madrid",€144.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Fornillos, 22, Zofío, Madrid",€180.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Fragata, San Isidro, Madrid",€505.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Fraguas, 15, Casco Histórico de Barajas, Madrid",€260.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Francisco de Icaza, Abrantes, Madrid",€237.222,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Francisco del Pino, s/n, Los Rosales, Madrid",€150.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Francisco García, Vista Alegre, Madrid",€512.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Francisco Guzmán, 10, Puerta Bonita, Madrid",€123.200,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Francisco Guzmán, Puerta Bonita, Madrid",€205.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Francisco Navacerrada, 8, Guindalera, Madrid",€1.720.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Francisco Salas, 25, Bellas Vistas, Madrid",€910.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Fresno de Cantespino, 15, Ensanche de Vallecas - La Gavia, Madrid",€233.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Fuencarral, Malasaña-Universidad, Madrid",€1.300.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Fuente del Peral, Aravaca, Madrid",€1.450.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Fuente del Saz, Bernabéu-Hispanoamérica, Madrid",€365.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Fuente del Tiro, Águilas, Madrid",€164.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Fuentes de San Jorge, 12, Casco Histórico de Vicálvaro, Madrid",€220.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gabriel Portadales, Valdeacederas, Madrid",€239.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gandhi, Pueblo Nuevo, Madrid",€1.047.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gandhi, s/n, Pueblo Nuevo, Madrid",€195.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle garcía luna, 7, Ciudad Jardín, Madrid",€325.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Garcia Quintanilla, 4, Concepción, Madrid",€795.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Garrovillas, Águilas, Madrid",€219.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle General Oraá, 9, Castellana, Madrid",€11.000.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle general Ricardos, 65, Opañel, Madrid",€300.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Germán Pérez Carrasco, 24, Quintana, Madrid",€253.800,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Germán Pérez Carrasco, Quintana, Madrid",€1.902.700,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gerona, Sol, Madrid",€380.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gilena, 13, Villaverde Alto, Madrid",€557.400,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gilena, Villaverde Alto, Madrid",€165.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Girasol, Buena Vista, Madrid",€229.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gómez de Arteche, s/n, Buena Vista, Madrid",€152.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Góndola, Alameda de Osuna, Madrid",€420.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle González Arias, 8, Pradolongo, Madrid",€94.200,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Goya, Goya, Madrid",€675.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gran Vía, 41, Palacio, Madrid",€5.780.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gran Vía, Chueca-Justicia, Madrid",€2.600.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gran Vía, Malasaña-Universidad, Madrid",€1.295.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gran Vía, Palacio, Madrid",€2.320.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gran Vía, Sol, Madrid",€5.500.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Grazia Deledda, 5, Los Rosales, Madrid",€330.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gregorio Vacas, Lucero, Madrid",€495.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Guadalaviar, 3, Villaverde Alto, Madrid",€160.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Guadalcázar, 10, Entrevías, Madrid",€72.800,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Guisona, Pinar del Rey, Madrid",€409.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gumersinda Rosillo, 6, Moscardó, Madrid",€185.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gustavo Pérez Puig, 81, Valdebebas - Valdefuentes, Madrid",€895.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gustavo Pérez Puig, s/n, Valdebebas - Valdefuentes, Madrid",€2.776.980,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Gustavo Pérez Puig, Valdebebas - Valdefuentes, Madrid",€820.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Helena de Troya, Ambroz, Madrid",€157.260,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Herencia, 1, Hellín, Madrid",€334.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Hermandad de Donantes de Sangre, Los Ángeles, Madrid",€278.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Hermanos de Pablo, 15, Quintana, Madrid",€275.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Hermanos de Pablo, Quintana, Madrid",€709.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Hermosilla, 60, Recoletos, Madrid",€9.981.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Hernández de Tejada, 10, San Pascual, Madrid",€4.380.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Hernández Mas, Entrevías, Madrid",€170.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Horizón, 3, Orcasitas, Madrid",€275.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle huerta de castañeda, 14, Lucero, Madrid",€349.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Huerta de Villaverde, Villaverde Alto, Madrid",€719.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Humanitarias, Vista Alegre, Madrid",€275.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Iglesia, Opañel, Madrid",€199.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Ignacio Santos Vinuelas, 19, Los Rosales, Madrid",€196.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Infanta Mercedes, 91, Cuzco-Castillejos, Madrid",€2.544.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Inmaculada Concepción, s/n, Comillas, Madrid",€129.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Inventores, 8, Hellín, Madrid",€155.000,,,,,,,,,,,,,,,,,,,,,,,
